modelo,fpr,tpr,umbral
Naive Bayes complementario,0.04257767548906789,0.6024464831804281,0.6921537002178791
Naive Bayes complementario,0.04372842347525892,0.6024464831804281,0.6914709400499996
Naive Bayes complementario,0.04372842347525892,0.6100917431192661,0.6857574596995246
Naive Bayes complementario,0.04602991944764097,0.6100917431192661,0.6829826804903141
Naive Bayes complementario,0.04602991944764097,0.6116207951070336,0.6823269790307815
Naive Bayes complementario,0.047180667433831994,0.6116207951070336,0.6810342328265736
Naive Bayes complementario,0.047180667433831994,0.6146788990825688,0.6764943560947524
Naive Bayes complementario,0.04833141542002301,0.6146788990825688,0.676234659402809
Naive Bayes complementario,0.04833141542002301,0.6162079510703364,0.6761366960888752
Naive Bayes complementario,0.04948216340621404,0.6162079510703364,0.6752420981110698
Naive Bayes complementario,0.04948216340621404,0.617737003058104,0.6741515907379061
Naive Bayes complementario,0.05408515535097814,0.617737003058104,0.6695487474292261
Naive Bayes complementario,0.05408515535097814,0.6284403669724771,0.6598695857250079
Naive Bayes complementario,0.05638665132336018,0.6284403669724771,0.6587386272336234
Naive Bayes complementario,0.05638665132336018,0.6299694189602446,0.6574145965329864
Naive Bayes complementario,0.05753739930955121,0.6299694189602446,0.6566313058946568
Naive Bayes complementario,0.05753739930955121,0.6314984709480123,0.6536923144175847
Naive Bayes complementario,0.06098964326812428,0.6314984709480123,0.6532084800464988
Naive Bayes complementario,0.06098964326812428,0.636085626911315,0.6480286450752081
Naive Bayes complementario,0.06559263521288838,0.636085626911315,0.6401787688525037
Naive Bayes complementario,0.06559263521288838,0.6422018348623854,0.6396701124728353
Naive Bayes complementario,0.06789413118527042,0.6422018348623854,0.6375587008352973
Naive Bayes complementario,0.06789413118527042,0.6437308868501529,0.6330897523458852
Naive Bayes complementario,0.06904487917146145,0.6437308868501529,0.6317932007605218
Naive Bayes complementario,0.06904487917146145,0.6452599388379205,0.6315969553066233
Naive Bayes complementario,0.07249712313003452,0.6452599388379205,0.629133670990457
Naive Bayes complementario,0.07249712313003452,0.6467889908256881,0.6291111808006851
Naive Bayes complementario,0.0805523590333717,0.6467889908256881,0.6200066088262
Naive Bayes complementario,0.0805523590333717,0.6483180428134556,0.6182787068651356
Naive Bayes complementario,0.08170310701956271,0.6483180428134556,0.6176417099983491
Naive Bayes complementario,0.08170310701956271,0.6498470948012233,0.6158638314986524
Naive Bayes complementario,0.08285385500575373,0.6498470948012233,0.6143179350864629
Naive Bayes complementario,0.08285385500575373,0.6605504587155964,0.6058359549307806
Naive Bayes complementario,0.08400460299194476,0.6605504587155964,0.6046532483262834
Naive Bayes complementario,0.08400460299194476,0.6681957186544343,0.6018497939584704
Naive Bayes complementario,0.08515535097813579,0.6681957186544343,0.5954114831370477
Naive Bayes complementario,0.08515535097813579,0.6697247706422018,0.5936887191166956
Naive Bayes complementario,0.08630609896432681,0.6697247706422018,0.5933569095062705
Naive Bayes complementario,0.08630609896432681,0.6712538226299695,0.59170045502777
Naive Bayes complementario,0.08745684695051784,0.6712538226299695,0.5893801449505441
